TimeStamp;1VE301(V);1IE301(A);1PE301(W);1VE302(V);1IE302(A);1PE302(W);1VE303(V);1IE303(A);1PE303(W)
2021_05_08 00:23:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:23:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:23:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:23:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:24:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:24:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:24:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:24:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:24:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:24:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:24:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:24:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:24:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:24:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:24:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:24:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:25:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:25:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:25:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:25:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:25:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:25:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:25:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:25:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:25:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:25:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:25:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:25:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:26:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:26:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:26:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:26:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:26:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:26:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:26:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:26:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:26:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:26:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:26:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:26:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:27:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:27:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:27:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:27:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:27:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:27:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:27:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:27:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:27:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:27:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:27:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:27:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:28:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:28:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:28:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:28:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:28:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:28:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:28:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:28:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:28:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:28:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:28:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:28:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:29:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:29:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:29:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:29:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:29:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:29:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:29:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:29:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:29:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:29:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:29:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:29:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:30:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:30:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:30:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:30:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:30:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:30:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:30:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:30:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:30:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:30:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:30:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:30:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:31:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:31:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:31:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:31:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:31:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:31:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:31:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:31:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:31:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:31:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:31:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:31:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:32:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:32:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:32:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:32:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:32:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:32:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:32:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:32:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:32:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:32:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:32:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:32:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:33:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:33:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:33:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:33:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:33:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:33:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:33:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:33:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:33:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:33:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:33:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:33:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:34:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:34:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:34:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:34:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:34:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:34:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:34:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:34:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:34:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:34:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:34:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:34:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:35:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:35:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:35:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:35:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:35:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:35:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:35:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:35:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:35:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:35:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:35:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:35:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:36:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:36:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:36:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:36:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:36:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:36:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:36:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:36:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:36:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:36:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:36:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:36:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:37:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:37:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:37:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:37:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:37:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:37:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:37:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:37:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:37:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:37:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:37:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:37:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:38:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:38:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:38:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:38:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:38:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:38:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:38:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:38:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:38:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:38:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:38:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:38:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:39:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:39:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:39:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:39:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:39:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:39:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:39:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:39:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:39:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:39:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:39:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:39:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:40:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:40:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:40:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:40:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:40:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:40:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:40:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:40:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:40:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:40:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:40:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:40:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:41:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:41:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:41:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:41:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:41:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:41:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:41:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:41:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:41:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:41:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:41:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:41:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:42:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:42:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:42:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:42:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:42:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:42:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:42:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:42:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:42:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:42:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:42:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:42:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:43:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:43:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:43:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:43:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:43:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:43:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:43:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:43:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:43:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:43:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:43:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:43:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:44:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:44:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:44:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:44:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:44:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:44:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:44:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:44:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:44:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:44:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:44:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:44:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:45:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:45:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:45:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:45:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:45:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:45:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:45:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:45:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:45:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:45:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:45:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:45:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:46:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:46:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:46:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:46:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:46:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:46:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:46:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:46:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:46:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:46:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:46:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:46:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:47:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:47:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:47:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 00:47:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
